日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門售電量(度),服務業部門用電佔比(%) ,機關用電售電量(度),機關用電用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),合計售電量(度),縣市用電佔比(%)
2013年12月,新竹縣,74579483,0.52588187,53419237,0.376674752,12524189,0.08831174,1295030,0.009131637,141817939,0.02178378
2013年12月,苗栗縣,56934837,0.516262248,37264435,0.337898939,14400055,0.130573919,1683455,0.015264894,110282782,0.016939859
2013年12月,彰化縣,153801579,0.491623517,96145416,0.307326803,31890929,0.101938685,31006303,0.099110996,312844227,0.048054074
2013年12月,南投縣,65851369,0.526820544,38171015,0.30537368,13419924,0.107361347,7555416,0.060444429,124997724,0.01920013
2013年12月,雲林縣,84520379,0.506699743,40569383,0.243213485,18302075,0.109720955,23413811,0.140365817,166805648,0.025621988
2013年12月,嘉義縣,56239382,0.499253411,25124258,0.223035372,15658834,0.13900804,15624492,0.138703176,112646966,0.017303006
2013年12月,屏東縣,104388576,0.452971959,54031449,0.234457948,21373528,0.092745866,50659070,0.219824228,230452623,0.035398407
2013年12月,台東縣,27228635,0.497503487,16918008,0.309114576,8084355,0.147711951,2499543,0.045669985,54730541,0.008406821
2013年12月,花蓮縣,42888058,0.463653749,33318836,0.360202908,14032874,0.151706441,2260418,0.024436902,92500186,0.014208384
2013年12月,基隆市,50719318,0.56472206,29483337,0.328275132,9601566,0.10690633,8665,9.65E-05,89812886,0.013795604
2013年12月,新竹市,58883472,0.402072147,68066955,0.464779433,18944156,0.129355781,555432,0.003792639,146450015,0.022495284
2013年12月,嘉義市,34732723,0.46332312,32032647,0.427304993,7648697,0.102031106,550297,0.007340781,74964364,0.011514814
2013年12月,澎湖縣,10444280,0.527122645,4899173,0.247261183,4065863,0.205204041,404441,0.020412131,19813757,0.003043469
2013年12月,金門縣,5429401,0.400972262,3680430,0.271807211,4286253,0.316548466,144506,0.010672061,13540590,0.002079887
2013年12月,連江縣,1124865,0.338911533,1351502,0.407195187,826083,0.24889125,16602,0.005002031,3319052,0.000509819
2013年12月,合計,3026622755,0.464900871,2636294644,0.404944975,642681005,0.098718269,204655600,0.031435886,6510254004,1
2013年11月,新北市,645256507,0.533357535,492187328,0.406833278,70628179,0.058379995,1729039,0.001429193,1209801053,0.158124403
2013年11月,台北市,437107431,0.351336058,679638468,0.546276461,125978502,0.10125838,1404747,0.001129101,1244129148,0.162611182
2013年11月,桃園市,293626166,0.469338174,277387069,0.443381263,52164557,0.083380913,2439689,0.00389965,625617481,0.081769966
2013年11月,台中市,442414924,0.45863674,435647461,0.451621138,72069881,0.074712433,14498095,0.01502969,964630361,0.126079903
2013年11月,台南市,294592165,0.508185748,201585239,0.347744298,53166253,0.091714361,30350217,0.052355594,579693874,0.075767621
2013年11月,高雄市,509371001,0.525131539,350832406,0.361687573,88531734,0.09127101,21252307,0.021909878,969987448,0.12678009
2013年11月,宜蘭縣,60417861,0.477589305,47300006,0.373895676,13464355,0.106432632,5323670,0.042082388,126505892,0.016534676
2013年11月,新竹縣,74434805,0.521140955,53979512,0.37792716,12983718,0.090903002,1432430,0.010028883,142830465,0.018668344
2013年11月,苗栗縣,78213876,0.548539054,46652638,0.327189947,15612018,0.109492101,2107261,0.014778899,142585793,0.018636365
2013年11月,彰化縣,177656922,0.509420341,102490636,0.29388562,32835689,0.094154327,35760036,0.102539713,348743283,0.045581729
2013年11月,南投縣,58803910,0.491837664,38722681,0.323877664,13041259,0.109077481,8991741,0.075207191,119559591,0.015626775
2013年11月,雲林縣,103153115,0.514063693,50853620,0.253429086,19966339,0.099502278,26689055,0.133004943,200662129,0.026227105
2013年11月,嘉義縣,70482244,0.51446002,29664664,0.216526642,17616368,0.1285844,19239098,0.140428939,137002374,0.017906596
2013年11月,屏東縣,129743630,0.478213187,63565550,0.23429192,23445509,0.086416201,54554496,0.201078692,271309185,0.035460874
2013年11月,台東縣,26748924,0.464195685,19619583,0.340474471,8431418,0.146317207,2824316,0.049012637,57624241,0.007531651
2013年11月,花蓮縣,44054142,0.439079763,39202726,0.390726566,14816106,0.147669482,2259917,0.022524189,100332891,0.013113791
2013年11月,基隆市,49735537,0.529545825,34363074,0.365871638,9813586,0.104487532,8923,9.50E-05,93921120,0.012275755
2013年11月,新竹市,75991221,0.427286724,80229910,0.451120208,20982598,0.117981859,642239,0.003611209,177845968,0.023244969
2013年11月,嘉義市,41662815,0.467678258,38790629,0.435437063,7979950,0.089577459,650959,0.00730722,89084353,0.011643576
2013年11月,澎湖縣,13930947,0.513184633,8809950,0.324538666,3949581,0.145493646,455594,0.016783054,27146072,0.003548068
2013年11月,金門縣,8206031,0.456366881,5393100,0.299929677,4177903,0.232348203,204181,0.011355239,17981215,0.002350195
2013年11月,連江縣,1273273,0.322290806,1652644,0.418317178,999814,0.253072876,24965,0.00631914,3950696,0.000516367
2013年11月,合計,3636877447,0.47535012,3098568894,0.404991677,682655317,0.089224972,232842975,0.030433232,7650944633,1
2013年10月,新北市,770098646,0.576674344,489710437,0.366710741,73794430,0.055259615,1809887,0.001355301,1335413400,0.159590662
2013年10月,台北市,523810146,0.382083637,708164283,0.516557357,137371276,0.10020294,1584887,0.001156067,1370930592,0.1638352
2013年10月,桃園市,418636074,0.536551752,305072609,0.391001285,53894356,0.06907458,2631248,0.003372382,780234287,0.093243116
2013年10月,台中市,495112841,0.481150111,444073442,0.431550079,74415094,0.072316506,15418112,0.014983304,1029019489,0.12297458
2013年10月,台南市,342364171,0.528220188,220571448,0.340310995,52893077,0.081606644,32318003,0.049862173,648146699,0.077457783
2013年10月,高雄市,451178639,0.482893757,370182490,0.39620407,91415463,0.097841415,21546192,0.023060758,934322784,0.111657702
2013年10月,宜蘭縣,77697731,0.538446814,47331199,0.328006146,13047812,0.090421596,6222990,0.043125444,144299732,0.017244765
2013年10月,新竹縣,105032444,0.563956745,67108515,0.360329611,12599052,0.067648815,1502010,0.008064829,186242021,0.022257143
2013年10月,苗栗縣,79803300,0.556180063,46814265,0.326266719,14823935,0.103313736,2043147,0.014239482,143484647,0.017147357
2013年10月,彰化縣,207264511,0.526692344,115973756,0.294707903,32076254,0.081510903,38206504,0.097088851,393521025,0.047028344
2013年10月,南投縣,79540773,0.541545335,44629129,0.303852926,13905689,0.094675482,8801813,0.059926257,146877404,0.017552813
2013年10月,雲林縣,110624304,0.535142451,49492941,0.23942093,18544420,0.089708193,28057693,0.135728426,206719358,0.024704319
2013年10月,嘉義縣,72638735,0.521840246,30212029,0.217044703,16403544,0.117843867,19942957,0.143271184,139197265,0.016634986
2013年10月,屏東縣,129286862,0.479718096,64632051,0.239816823,22889074,0.084929766,52697923,0.195535315,269505910,0.032207724
2013年10月,台東縣,33824752,0.506756678,21680196,0.324809007,8568926,0.128378191,2673647,0.040056124,66747521,0.007976767
2013年10月,花蓮縣,56748876,0.490859394,41812873,0.361667807,14651222,0.126728324,2398295,0.020744475,115611266,0.013816305
2013年10月,基隆市,72011613,0.600045121,38196267,0.318274827,9793845,0.08160835,8605,7.17E-05,120010330,0.014342022
2013年10月,新竹市,85470295,0.444086993,83990139,0.436396391,22271793,0.115719895,730728,0.00379672,192462955,0.023000586
2013年10月,嘉義市,46517713,0.482711665,40712368,0.42246993,8409103,0.087260784,728309,0.007557621,96367493,0.011516548
2013年10月,澎湖縣,14232848,0.534046373,7312990,0.274398756,4588270,0.172161535,516851,0.019393336,26650959,0.003184964
2013年10月,金門縣,7827326,0.440831172,5033132,0.283463533,4712883,0.265427266,182495,0.010278029,17755836,0.002121939
2013年10月,連江縣,1516686,0.359364327,1762929,0.417709264,918225,0.217564683,22629,0.005361726,4220469,0.000504374
2013年10月,合計,4181239286,0.499685526,3244469488,0.38773539,701987743,0.083892141,240044925,0.028686943,8367741442,1
2013年09月,新北市,915959306,0.578561393,589678724,0.372467796,75496385,0.047686937,2032586,0.001283873,1583167001,0.169031996
2013年09月,台北市,623855561,0.394710651,808958208,0.511824276,145989991,0.092367221,1735197,0.001097851,1580538957,0.168751404
2013年09月,桃園市,397134696,0.501638374,336235898,0.424714412,55474854,0.070072738,2829824,0.003574476,791675272,0.084525796
2013年09月,台中市,553065562,0.483386226,499985143,0.436993275,74928072,0.065488073,16169592,0.014132426,1144148369,0.122158738
2013年09月,台南市,362520213,0.532243333,231262816,0.339534425,53085731,0.077939175,34248674,0.050283068,681117434,0.072721728
2013年09月,高雄市,614770684,0.548336962,393488592,0.35096719,90753684,0.080946604,22141962,0.019749244,1121154922,0.119703767
2013年09月,宜蘭縣,85017898,0.514229553,59195881,0.358045448,13948460,0.084367063,7168395,0.043357936,165330634,0.017652065
2013年09月,新竹縣,100344528,0.560679111,63949867,0.35732247,12950941,0.072363907,1724285,0.009634512,178969621,0.019108276
2013年09月,苗栗縣,105148170,0.587814193,55954106,0.312802569,15605858,0.087242078,2171810,0.01214116,178879944,0.019098701
2013年09月,彰化縣,219477034,0.533936854,118232309,0.287631858,31670985,0.07704818,41673961,0.101383107,411054289,0.043887554
2013年09月,南投縣,65597272,0.500362938,43755153,0.333755601,12798285,0.097622771,8948672,0.068258689,131099382,0.013997254
2013年09月,雲林縣,124343081,0.531964321,58253237,0.249218882,19485528,0.083362947,31661426,0.13545385,233743272,0.024956364
2013年09月,嘉義縣,83797431,0.536210342,34126720,0.218373045,17351257,0.111028743,21001755,0.13438787,156277163,0.016685442
2013年09月,屏東縣,154133865,0.50734741,71589208,0.235643213,22625454,0.074474,55454867,0.182535377,303803394,0.032436562
2013年09月,台東縣,32880232,0.480582689,23997289,0.350748184,8622422,0.126026688,2917486,0.042642438,68417429,0.00730481
2013年09月,花蓮縣,57001721,0.465241384,47178678,0.385066855,15446335,0.126071181,2894011,0.02362058,122520745,0.013081328
2013年09月,基隆市,70401403,0.570946387,42602246,0.345498774,10295320,0.08349373,7535,6.11E-05,123306504,0.013165222
2013年09月,新竹市,104636564,0.468607472,94116494,0.421494081,23755633,0.106387927,783873,0.00351052,223292564,0.02384056
2013年09月,嘉義市,50542917,0.481532696,45306119,0.431640651,8395639,0.079986968,717911,0.006839685,104962586,0.011206673
2013年09月,澎湖縣,18602148,0.517700632,12169538,0.338680109,4588311,0.127693399,572252,0.015925861,35932249,0.003836424
2013年09月,金門縣,10617670,0.473795332,6802575,0.303553254,4806326,0.214474063,183253,0.008177351,22409824,0.002392658
2013年09月,連江縣,1341276,0.313580502,1828076,0.427390776,1079272,0.252325886,28670,0.006702836,4277294,0.000456679
2013年09月,合計,4751189232,0.507276237,3638666877,0.388494154,719154743,0.076782905,257067997,0.027446704,9366078849,1
2013年08月,新北市,892484480,0.59140178,541041656,0.358519398,73531262,0.048725239,2042694,0.001353584,1509100092,0.163132732
2013年08月,台北市,608934752,0.392065972,794414467,0.511488102,147978258,0.095276611,1816114,0.001169315,1553143591,0.167893805
2013年08月,桃園市,481360127,0.545556406,343780169,0.389628186,54104549,0.061320167,3083952,0.003495241,882328797,0.095379165
2013年08月,台中市,540133527,0.48691137,479055276,0.431851475,73808616,0.06653587,16308218,0.014701285,1109305637,0.119915213
2013年08月,台南市,379148181,0.540547903,238336463,0.339793996,49961826,0.071230093,33968111,0.048428008,701414581,0.075822457
2013年08月,高雄市,503249918,0.498106851,398191422,0.394122022,86888992,0.086001012,21994896,0.021770115,1010325228,0.109215496
2013年08月,宜蘭縣,87908606,0.538612123,54726328,0.33530578,13192066,0.080827202,7386196,0.045254895,163213196,0.01764324
2013年08月,新竹縣,118520367,0.572019393,74568336,0.35989202,12215522,0.058956242,1892189,0.009132344,207196414,0.022397797
2013年08月,苗栗縣,90954184,0.567231471,52279692,0.326039829,14782024,0.092187394,2331663,0.014541306,160347563,0.017333467
2013年08月,彰化縣,225194563,0.529712535,125471852,0.295140397,31166957,0.073312284,43292613,0.101834784,425125985,0.045955841
2013年08月,南投縣,82629273,0.539807572,47865528,0.31270001,13664260,0.089267045,8912658,0.058225373,153071719,0.016546953
2013年08月,雲林縣,120352438,0.536912011,53994904,0.240880143,18176784,0.081089622,31632599,0.141118224,224156725,0.024231195
2013年08月,嘉義縣,78992745,0.532648668,32895144,0.221812201,15462747,0.104265418,20951143,0.141273713,148301779,0.016031325
2013年08月,屏東縣,146699290,0.494022885,70419898,0.237145259,21824376,0.073495524,58004805,0.195336331,296948369,0.032099924
2013年08月,台東縣,37710183,0.510679639,24692947,0.33439735,8725584,0.118163789,2714416,0.036759222,73843130,0.007982394
2013年08月,花蓮縣,63619092,0.497301032,46897765,0.366592893,14484194,0.113220802,2927684,0.022885273,127928735,0.013829012
2013年08月,基隆市,80967847,0.605646656,42651906,0.319040029,10061359,0.075259855,7147,5.35E-05,133688259,0.014451613
2013年08月,新竹市,98573678,0.461758053,91188677,0.427163791,22857732,0.107074647,854648,0.004003509,213474735,0.023076479
2013年08月,嘉義市,51772905,0.493792159,44008427,0.419737239,8326140,0.079411859,740092,0.007058743,104847564,0.011333953
2013年08月,澎湖縣,15176760,0.508642143,9006877,0.301861347,5029415,0.168558535,624743,0.020937975,29837795,0.003225446
2013年08月,金門縣,8154333,0.428431911,5626674,0.295627698,5063442,0.266035264,188524,0.009905126,19032973,0.002057452
2013年08月,連江縣,1352318,0.328474655,1784922,0.433553083,948579,0.230407463,31144,0.0075648,4116963,0.000445041
2013年08月,合計,4713889567,0.509568376,3572899330,0.386228078,702254684,0.075913272,261706249,0.028290274,9250749830,1
2013年07月,新北市,799490466,0.551887558,574825280,0.39680138,72194627,0.049835887,2137010,0.001475176,1448647383,0.162242369
2013年07月,台北市,542820916,0.357812806,821303501,0.541380962,151100111,0.099601089,1828265,0.001205143,1517052793,0.169903485
2013年07月,桃園市,351661438,0.471090932,337306209,0.451860452,54554885,0.073082541,2960608,0.003966075,746483140,0.083602949
2013年07月,台中市,507668784,0.464864063,494898911,0.453170898,72869707,0.066725608,16642679,0.015239431,1092080081,0.122308342
2013年07月,台南市,341552164,0.51609287,235800346,0.356299536,50021128,0.07558303,34430048,0.052024564,661803686,0.074119209
2013年07月,高雄市,591785621,0.534195308,402613308,0.363432521,90680269,0.081855612,22728400,0.020516559,1107807598,0.124069757
2013年07月,宜蘭縣,70505884,0.473199191,57667827,0.387036762,13236507,0.08883662,7588101,0.050927427,148998319,0.01668718
2013年07月,新竹縣,87598715,0.524984036,65240660,0.390990952,12133029,0.072713927,1887365,0.011311085,166859769,0.018687587
2013年07月,苗栗縣,94678253,0.562927713,56001111,0.332965347,14781009,0.087883324,2728634,0.016223617,168189007,0.018836456
2013年07月,彰化縣,198037122,0.508004176,117296879,0.300889569,29976311,0.076895135,44523338,0.114211121,389833650,0.043659717
2013年07月,南投縣,61864971,0.486350173,43839378,0.344642351,12429058,0.097710779,9069120,0.071296697,127202527,0.014246144
2013年07月,雲林縣,115292370,0.510320851,58268779,0.257916225,18772223,0.083091854,33587967,0.148671069,225921339,0.025302233
2013年07月,嘉義縣,79081109,0.521455362,34317920,0.22628999,16276424,0.107325614,21979156,0.144929034,151654609,0.016984674
2013年07月,屏東縣,150075269,0.487524469,74254381,0.241217809,22178643,0.072048054,61322962,0.199209668,307831255,0.034475796
2013年07月,台東縣,30322744,0.457728666,24445098,0.369004273,8785620,0.132620917,2692649,0.040646144,66246111,0.007419284
2013年07月,花蓮縣,49749315,0.430642805,48163339,0.416914191,14696410,0.127215887,2914322,0.025227117,115523386,0.01293813
2013年07月,基隆市,58288395,0.524772676,42603287,0.383559041,10174565,0.091602002,7362,6.63E-05,111073609,0.012439774
2013年07月,新竹市,94313202,0.441190951,94993582,0.444373723,23610158,0.110446765,852633,0.003988561,213769575,0.023941287
2013年07月,嘉義市,49409202,0.47170255,46287993,0.441904816,8251451,0.078775417,797877,0.007617217,104746523,0.011731167
2013年07月,澎湖縣,16394599,0.489900541,11864085,0.354520514,4564169,0.1363857,642305,0.019193246,33465158,0.003747956
2013年07月,金門縣,8880585,0.444273712,6337694,0.317059162,4592800,0.229766429,177916,0.008900698,19988995,0.002238683
2013年07月,連江縣,1106306,0.296539701,1625871,0.435806459,975449,0.261464147,23092,0.006189693,3730718,0.000417825
2013年07月,合計,4300577430,0.48164645,3649955439,0.408779543,706854553,0.079164715,271521809,0.030409292,8928909231,1
2013年06月,新北市,610931695,0.526155903,465198893,0.400645679,83146304,0.071608527,1846060,0.001589892,1161122952,0.151139247
2013年06月,台北市,409126463,0.312459896,733774644,0.560401661,164596085,0.12570606,1875523,0.001432383,1309372715,0.170436392
2013年06月,桃園市,342752808,0.479925646,306307827,0.428895047,62632057,0.087697984,2486287,0.003481322,714178979,0.092962139
2013年06月,台中市,412891963,0.436898157,434266169,0.459515093,81802823,0.086558969,16092158,0.017027782,945053113,0.123014204
2013年06月,台南市,287087921,0.483058823,221347376,0.372442709,56061980,0.094330803,29815273,0.050167665,594312550,0.077359552
2013年06月,高雄市,387890533,0.437679508,377076001,0.425476841,101371788,0.1143837,19904982,0.022459952,886243304,0.11535914
2013年06月,宜蘭縣,60801670,0.486491078,43912687,0.351357626,13790920,0.110344988,6474754,0.051806308,124980031,0.016268206
2013年06月,新竹縣,84813412,0.514317724,64681234,0.392234014,13804522,0.083712118,1605536,0.009736144,164904704,0.021465059
2013年06月,苗栗縣,64771883,0.500311401,46747231,0.361085267,15690167,0.12119409,2253855,0.017409242,129463136,0.016851756
2013年06月,彰化縣,168582883,0.483327201,110774928,0.317591768,32692629,0.093729782,36746157,0.105351249,348796597,0.045401613
2013年06月,南投縣,69993184,0.509868255,44714615,0.32572547,14389093,0.104817946,8180107,0.059588329,137276999,0.017868859
2013年06月,雲林縣,94125446,0.492275127,49257212,0.257614719,19190050,0.100363767,28632252,0.149746387,191204960,0.02488847
2013年06月,嘉義縣,63062986,0.489512873,30309385,0.235270086,16863454,0.130898937,18592219,0.144318104,128828044,0.016769089
2013年06月,屏東縣,117511844,0.45169095,65830960,0.253040441,24117788,0.092703733,52699245,0.202564876,260159837,0.033864081
2013年06月,台東縣,29214719,0.47265337,21269219,0.344106272,8980673,0.145294752,2345419,0.037945605,61810030,0.008045592
2013年06月,花蓮縣,46827317,0.437705315,41996781,0.392553224,15878410,0.148419019,2281153,0.021322443,106983661,0.013925683
2013年06月,基隆市,55767236,0.540644125,36638516,0.35519778,10736040,0.104082206,7828,7.59E-05,103149620,0.013426619
2013年06月,新竹市,69986975,0.384444634,83961426,0.461207527,27306187,0.149995297,792367,0.004352542,182046955,0.023696405
2013年06月,嘉義市,39153584,0.43793913,40375119,0.451602195,9173229,0.102604041,702237,0.007854634,89404169,0.011637423
2013年06月,澎湖縣,11283439,0.461400276,7627755,0.31191273,5017877,0.205190087,525702,0.021496908,24454773,0.003183191
2013年06月,金門縣,5828462,0.380328897,4587241,0.299334595,4772125,0.311398966,136966,0.008937543,15324794,0.001994774
2013年06月,連江縣,1086441,0.319584332,1422215,0.418354638,871874,0.256467926,19014,0.005593103,3399544,0.000442507
2013年06月,合計,3433492864,0.44692556,3232077434,0.42070803,782886075,0.101905497,234015094,0.030460913,7682471467,1
2013年05月,新北市,557348724,0.506884144,465873563,0.42369151,74461727,0.067719665,1874397,0.001704682,1099558411,0.153522166
2013年05月,台北市,371088314,0.306386489,691891805,0.571255663,146555491,0.121002523,1641538,0.001355324,1211177148,0.169106559
2013年05月,桃園市,271394729,0.447430766,277402341,0.457335124,55549938,0.091581555,2215503,0.003652555,606562511,0.084689262
2013年05月,台中市,376531384,0.423295032,423628132,0.476241002,74945383,0.084253291,14419796,0.016210675,889524695,0.124196911
2013年05月,台南市,250202037,0.466910996,203665218,0.380066969,53602906,0.100030306,28396501,0.052991729,535866662,0.074818591
2013年05月,高雄市,427802699,0.473503417,357881575,0.396112855,96923514,0.107277526,20876081,0.023106202,903483869,0.126145914
2013年05月,宜蘭縣,52962942,0.453801002,44400473,0.380435421,12996829,0.111360393,6349375,0.054403185,116709619,0.01629519
2013年05月,新竹縣,66711486,0.500301231,52409385,0.393042959,12696838,0.09521964,1524929,0.011436169,133342638,0.01861752
2013年05月,苗栗縣,66754997,0.517131749,46048891,0.356727506,14560072,0.112792687,1723061,0.013348058,129087021,0.018023344
2013年05月,彰化縣,153183347,0.482784058,98832602,0.311488198,30519870,0.096188698,34755824,0.109539046,317291643,0.044300785
2013年05月,南投縣,53893249,0.475723679,39117084,0.345292286,12624309,0.111436643,7652233,0.067547392,113286875,0.015817301
2013年05月,雲林縣,89654436,0.486737343,49799530,0.270363543,18552392,0.100721642,26188336,0.142177472,184194694,0.025717568
2013年05月,嘉義縣,61064696,0.488692144,29445189,0.235645692,16784348,0.134322768,17661113,0.141339395,124955346,0.017446472
2013年05月,屏東縣,117306124,0.446796643,64730209,0.246545015,23307227,0.08877278,57205691,0.217885562,262549251,0.036657561
2013年05月,台東縣,23990202,0.442795159,19657734,0.362829352,8176963,0.150924933,2354108,0.043450556,54179007,0.007564563
2013年05月,花蓮縣,38691231,0.405861696,39896078,0.418500251,14558843,0.152718757,2184921,0.022919295,95331073,0.013310282
2013年05月,基隆市,44297039,0.500640908,34324748,0.387935027,9850019,0.111323975,8856,0.00010009,88480662,0.012353817
2013年05月,新竹市,67437276,0.39933203,76335726,0.452024492,24359924,0.144248085,742273,0.004395394,168875199,0.023578635
2013年05月,嘉義市,35736637,0.428956118,38529885,0.462484197,8388347,0.100687503,655837,0.007872182,83310706,0.011631979
2013年05月,澎湖縣,12032012,0.472261439,8797656,0.34531163,4210351,0.165258015,437420,0.017168916,25477439,0.003557202
2013年05月,金門縣,7126714,0.446357953,4673216,0.292691292,4010387,0.251177209,156048,0.009773546,15966365,0.00222925
2013年05月,連江縣,923016,0.307480132,1237551,0.41225975,824993,0.274826175,16312,0.005433943,3001872,0.000419126
2013年05月,合計,3146133291,0.439268341,3068578591,0.428440025,718460671,0.100312669,229040153,0.031978965,7162212706,1
2013年04月,新北市,527091297,0.547066784,368690691,0.382663178,66088493,0.068593087,1615719,0.001676951,963486200,0.151031588
2013年04月,台北市,340566409,0.331925367,563056188,0.548770011,121039535,0.117968452,1370955,0.00133617,1026033087,0.160836145
2013年04月,桃園市,312888592,0.523999579,234777808,0.393186188,47520022,0.079582548,1929691,0.003231685,597116113,0.093601127
2013年04月,台中市,355034043,0.454849864,348366286,0.446307504,64550466,0.082698466,12601364,0.016144166,780552159,0.122355703
2013年04月,台南市,241715603,0.489988462,178361654,0.361561899,48652051,0.098623934,24579457,0.049825705,493308765,0.077328773
2013年04月,高雄市,317840718,0.430308409,313717936,0.424726784,87660988,0.118679761,19415047,0.026285046,738634689,0.115784917
2013年04月,宜蘭縣,55840907,0.512556828,35958714,0.33006062,11970626,0.109876906,5175540,0.047505646,108945787,0.017077832
2013年04月,新竹縣,74892249,0.546647113,49687393,0.362673979,11259119,0.082181601,1164156,0.008497308,137002917,0.021475936
2013年04月,苗栗縣,57047062,0.528035565,36250400,0.33553876,13162393,0.121832946,1576546,0.01459273,108036401,0.016935281
2013年04月,彰化縣,153322561,0.508477409,89148482,0.295651135,28667065,0.095071168,30394582,0.100800288,301532690,0.047266853
2013年04月,南投縣,64542484,0.535558985,36668469,0.304266691,12062811,0.100094487,7240476,0.060079838,120514240,0.018891248
2013年04月,雲林縣,88592495,0.519757781,40215713,0.235939057,16591488,0.097339566,25049883,0.146963596,170449579,0.026718878
2013年04月,嘉義縣,57213826,0.508815902,24668619,0.219383784,14610510,0.129934674,15952088,0.14186564,112445043,0.017626359
2013年04月,屏東縣,103472387,0.445634836,55786471,0.240261151,21464782,0.092444515,51467335,0.221659498,232190975,0.036397171
2013年04月,台東縣,26594642,0.494424988,17192465,0.319627702,7832518,0.14561552,2169408,0.04033179,53789033,0.008431717
2013年04月,花蓮縣,42803683,0.470057632,33139068,0.363923633,13194449,0.144897612,1923300,0.021121123,91060500,0.014274218
2013年04月,基隆市,52601743,0.586071444,28383710,0.316242029,8758356,0.097582743,9315,0.000103785,89753124,0.01406928
2013年04月,新竹市,60359456,0.419136923,62854734,0.436464169,20161240,0.139999938,633491,0.004398971,144008921,0.022574164
2013年04月,嘉義市,34107485,0.45718666,32393184,0.434207671,7507860,0.100637542,594446,0.007968127,74602975,0.011694413
2013年04月,澎湖縣,10300364,0.515352406,5143533,0.257343537,4184916,0.209381584,358217,0.017922473,19987030,0.003133073
2013年04月,金門縣,5499494,0.425515943,3421369,0.264723819,3814450,0.295137932,188983,0.014622305,12924296,0.002025952
2013年04月,連江縣,1141353,0.381176124,1094759,0.365615189,746803,0.249408792,11378,0.003799895,2994293,0.000469371
2013年04月,合計,2983468853,0.467674615,2558977646,0.40113336,631500941,0.098991132,205421377,0.032200894,6379368817,1
2013年03月,新北市,551519274,0.540346018,402938211,0.394775066,64659892,0.063349944,1560587,0.001528971,1020677964,0.156294406
2013年03月,台北市,361900989,0.339012196,585153264,0.548144656,119101767,0.111569056,1360114,0.001274092,1067516134,0.163466643
2013年03月,桃園市,277485878,0.494929524,234289523,0.417883616,46925843,0.0836979,1956111,0.00348896,560657355,0.085852357
2013年03月,台中市,370036503,0.461785217,356698994,0.445140739,62354882,0.077815466,12226963,0.015258578,801317342,0.122704146
2013年03月,台南市,241642299,0.499903118,169920169,0.351526296,47375417,0.098008994,24440374,0.050561591,483378259,0.074018761
2013年03月,高雄市,394870743,0.491168256,303497308,0.377511492,84664815,0.105312106,20909038,0.026008145,803941904,0.12310604
2013年03月,宜蘭縣,54171226,0.486553941,40157969,0.360689974,11852506,0.106456581,5154826,0.046299504,111336527,0.017048743
2013年03月,新竹縣,67803829,0.541414423,44998112,0.359310487,11236037,0.089719896,1196641,0.009555193,125234619,0.019176931
2013年03月,苗栗縣,67471508,0.554720631,39510059,0.324834075,13153947,0.108145883,1495996,0.012299412,121631510,0.018625194
2013年03月,彰化縣,154735505,0.520580335,83897850,0.28225953,27972037,0.094106989,30631162,0.103053146,297236554,0.045515248
2013年03月,南投縣,53562150,0.498865439,34595201,0.322211676,11243743,0.104721614,7966837,0.074201272,107367931,0.01644104
2013年03月,雲林縣,89500720,0.508645338,43372178,0.246490265,16637125,0.094551151,26448967,0.150313246,175958990,0.026944254
2013年03月,嘉義縣,62556381,0.517520625,25382303,0.209984419,15061713,0.12460355,17876681,0.147891406,120877078,0.018509669
2013年03月,屏東縣,110604518,0.456323729,55310116,0.22819428,20736913,0.085554782,55730146,0.229927208,242381693,0.037115431
2013年03月,台東縣,23727376,0.469619744,16949640,0.335472645,7488377,0.14821233,2359263,0.046695281,50524656,0.007736741
2013年03月,花蓮縣,38505293,0.432509688,35102508,0.394287995,13259123,0.148932749,2160661,0.024269568,89027585,0.013632619
2013年03月,基隆市,46126332,0.547374276,29463538,0.349639394,8667716,0.102858488,10773,0.000127842,84268359,0.012903848
2013年03月,新竹市,65971566,0.438924909,64369736,0.428267544,19329624,0.1286047,631699,0.004202847,150302625,0.023015545
2013年03月,嘉義市,34988205,0.464831989,32570905,0.432717213,7071446,0.093946926,640092,0.008503873,75270648,0.011526046
2013年03月,澎湖縣,12198119,0.53108569,6773605,0.294911428,3610578,0.157198525,385967,0.016804357,22968269,0.003517086
2013年03月,金門縣,7529131,0.491808773,4007394,0.261766136,3608523,0.235711567,164014,0.010713524,15309062,0.002344247
2013年03月,連江縣,1118396,0.339120394,1309745,0.397141299,852312,0.258438318,17479,0.005299988,3297932,0.000505006
2013年03月,合計,3088025941,0.472863331,2610268328,0.399705248,616864336,0.094459221,215324391,0.0329722,6530482996,1
2013年02月,新北市,522983290,0.568774659,341095664,0.370961317,53977258,0.058703399,1434982,0.001560626,919491194,0.156925918
2013年02月,台北市,340502259,0.367836244,489698976,0.529009801,94279223,0.101847534,1209341,0.001306421,925689799,0.157983809
2013年02月,桃園市,313832138,0.555908793,211318257,0.3743201,37503082,0.066431351,1885422,0.003339756,564538899,0.096347616
