日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門售電量(度),服務業部門用電佔比(%) ,機關用電售電量(度),機關用電用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),合計售電量(度),縣市用電佔比(%)
2017年12月,連江縣,1125118,0.341547939,1319015,0.40040854,835741,0.253702826,14299,0.004340695,3294173,0.00045867
2017年12月,合計,3449565300,0.480306367,2918883985,0.406416009,575464946,0.080125886,238096124,0.033151738,7182010355,1
2017年11月,新北市,792570115,0.57049557,536894731,0.386459267,58105595,0.041824671,1695589,0.001220493,1389266030,0.157670307
2017年11月,台北市,521419201,0.38641325,699687132,0.518524018,126734849,0.09392064,1541119,0.001142092,1349382301,0.153143831
2017年11月,桃園市,371485342,0.504934274,309088998,0.420123249,52693781,0.071623004,2442170,0.003319472,735710291,0.083497088
2017年11月,台中市,569700628,0.496704905,498622095,0.434733662,64759770,0.056462103,13877448,0.012099331,1146959941,0.130170552
2017年11月,台南市,370801543,0.550551121,221465841,0.328823516,45488177,0.067539004,35754180,0.053086359,673509741,0.076437835
2017年11月,高雄市,620499184,0.563326783,372238612,0.337940782,87522673,0.079458389,21230181,0.019274046,1101490650,0.125010161
2017年11月,宜蘭縣,78725393,0.515374981,54841163,0.359017113,13467190,0.088162822,5719872,0.037445084,152753618,0.017336284
2017年11月,新竹縣,101767895,0.565614897,63258833,0.351585717,13293537,0.073884034,1604089,0.008915352,179924354,0.020419939
2017年11月,苗栗縣,102080031,0.60342667,51126652,0.30222547,13536978,0.080021268,2423590,0.014326591,169167251,0.019199096
2017年11月,彰化縣,225214645,0.545435969,120680850,0.292270853,29292855,0.070942885,37719228,0.091350292,412907578,0.046861626
2017年11月,南投縣,71302722,0.52070889,43946287,0.320930558,11695218,0.085407735,9989717,0.072952817,136933944,0.01554088
2017年11月,雲林縣,129397294,0.547043312,57195581,0.241801502,16052588,0.067864332,33893932,0.143290854,236539395,0.026845283
2017年11月,嘉義縣,88599014,0.556237841,34491728,0.216544219,14890748,0.09348634,21301118,0.1337316,159282608,0.01807727
2017年11月,屏東縣,160447247,0.505567947,71382565,0.224925872,22933595,0.072263568,62596995,0.197242613,317360402,0.036017804
2017年11月,台東縣,33287936,0.497121118,23739950,0.354531759,7379415,0.11020398,2554119,0.038143143,66961420,0.007599572
2017年11月,花蓮縣,55145730,0.476523111,42805313,0.369887586,15177828,0.13115405,2596324,0.022435253,115725195,0.013133861
2017年11月,基隆市,59740208,0.577654873,36367433,0.351653026,7302572,0.070611845,8300,8.03E-05,103418513,0.011737154
2017年11月,新竹市,97595578,0.479393256,86593702,0.425351615,18700104,0.091855635,692074,0.003399494,203581458,0.023104827
2017年11月,嘉義市,51123767,0.504785751,42622983,0.420850726,7021521,0.06932908,509879,0.005034442,101278150,0.01149424
2017年11月,澎湖縣,17469500,0.543553088,10267007,0.319451808,3986285,0.124030884,416663,0.012964221,32139455,0.003647565
2017年11月,金門縣,11327799,0.487886542,7989176,0.344092568,3705103,0.15957821,196023,0.00844268,23218101,0.002635064
2017年11月,連江縣,1229779,0.332499412,1527692,0.413047134,926391,0.250471396,14728,0.003982058,3698590,0.00041976
2017年11月,合計,4530930551,0.51422348,3386834324,0.384377936,634666773,0.072029477,258777338,0.029369107,8811208986,1
2017年10月,新北市,939406835,0.598986611,563024017,0.358996587,63903440,0.040746249,1992642,0.001270553,1568326934,0.160729175
2017年10月,台北市,615048420,0.406897518,757511952,0.501147101,137261924,0.090808356,1733792,0.001147025,1511556088,0.154911045
2017年10月,桃園市,531293372,0.56113413,357667774,0.377756633,54666598,0.057737016,3192888,0.003372221,946820632,0.097034423
2017年10月,台中市,623449668,0.505190677,526862612,0.426924728,67888163,0.055010803,15887390,0.012873792,1234087833,0.126474854
2017年10月,台南市,415596246,0.548647735,253731275,0.334962336,46539552,0.061439005,41624883,0.054950924,757491956,0.077631172
2017年10月,高雄市,528961552,0.503562597,407151825,0.387601764,90725335,0.08636901,23599813,0.022466629,1050438525,0.107653649
2017年10月,宜蘭縣,95367330,0.546886176,58488757,0.33540514,13113767,0.075201202,7412557,0.042507481,174382411,0.017871491
2017年10月,新竹縣,135526977,0.584633178,81074701,0.349738194,13147339,0.056714691,2066388,0.008913937,231815405,0.023757482
2017年10月,苗栗縣,102819983,0.590555704,55111021,0.316535044,13350080,0.07667737,2826087,0.016231882,174107171,0.017843283
2017年10月,彰化縣,250979929,0.536676244,140668941,0.300795682,28093186,0.060072316,47914062,0.102455758,467656118,0.047927496
2017年10月,南投縣,92555782,0.547782795,51791754,0.306524683,12782275,0.075650707,11834572,0.070041815,168964383,0.017316227
2017年10月,雲林縣,134840584,0.540254495,58404924,0.234006126,15429359,0.061819523,40912291,0.163919856,249587158,0.025578811
2017年10月,嘉義縣,88332880,0.539229472,35671954,0.217760011,13942798,0.085114032,25865521,0.157896485,163813153,0.016788306
2017年10月,屏東縣,153076667,0.479239678,75760588,0.237184938,22226982,0.069586384,68351442,0.213989001,319415679,0.032735151
2017年10月,台東縣,41063273,0.523138951,26983703,0.34376768,7637012,0.097294204,2810020,0.035799166,78494008,0.008044418
2017年10月,花蓮縣,70899790,0.523361135,46707530,0.344781076,14724831,0.108694317,3137958,0.023163471,135470109,0.013883584
2017年10月,基隆市,84286737,0.631581457,41270514,0.309250213,7886478,0.059095339,9741,7.30E-05,133453470,0.01367691
2017年10月,新竹市,105539247,0.472442225,95942644,0.429483415,20993623,0.093977115,915287,0.004097246,223390801,0.022894091
2017年10月,嘉義市,56512093,0.513336807,45261796,0.4111429,7664861,0.069625014,648998,0.005895279,110087748,0.011282286
2017年10月,澎湖縣,16651299,0.532841449,9401656,0.300852925,4695823,0.150266302,501229,0.016039324,31250007,0.003202641
2017年10月,金門縣,10004589,0.447809878,7482750,0.334931237,4627073,0.207109857,226741,0.010149029,22341153,0.002289622
2017年10月,連江縣,1682799,0.363931448,1915289,0.414211025,1002290,0.216760796,23567,0.00509673,4623945,0.000473883
2017年10月,合計,5093896052,0.522045305,3697887977,0.378976139,662302789,0.067875759,303487869,0.031102797,9757574687,1
2017年09月,新北市,996309267,0.592078442,616126528,0.366146584,68332595,0.04060813,1963486,0.001166844,1682731876,0.16777742
2017年09月,台北市,660060805,0.402851643,824420054,0.50316421,152113490,0.092838673,1876826,0.001145474,1638471175,0.16336439
2017年09月,桃園市,449073105,0.514214217,362540116,0.415129029,58560882,0.067055537,3145012,0.003601217,873319115,0.087074614
2017年09月,台中市,619336496,0.495971755,544610146,0.436130039,69268697,0.055471165,15518060,0.01242704,1248733399,0.124505437
2017年09月,台南市,389713276,0.54113945,242984696,0.33739832,48854018,0.067836633,38619633,0.053625597,720171623,0.071804985
2017年09月,高雄市,658739022,0.559059516,403238546,0.34222103,94787903,0.080444725,21533088,0.01827473,1178298559,0.117482705
2017年09月,宜蘭縣,96631066,0.525347741,65625946,0.356784251,14198017,0.077189422,7482311,0.040678587,183937340,0.018339542
2017年09月,新竹縣,120591243,0.57316332,73778598,0.350665481,13953248,0.066318994,2072864,0.009852205,210395953,0.020977608
2017年09月,苗栗縣,120277836,0.613579445,59011418,0.301037949,14056252,0.071705874,2681002,0.013676732,196026508,0.019544897
2017年09月,彰化縣,243501425,0.539020127,133530922,0.295586995,29237108,0.064719907,45478843,0.10067297,451748298,0.045041735
2017年09月,南投縣,71484063,0.50586838,47236335,0.334275463,11948867,0.084558064,10640344,0.075298092,141309609,0.014089328
2017年09月,雲林縣,134588448,0.534861623,62222635,0.247276048,16695088,0.066347164,38126106,0.151515165,251632277,0.025089092
2017年09月,嘉義縣,92004343,0.54517906,37764253,0.223775088,15470637,0.091672491,23520629,0.13937336,168759862,0.016826266
2017年09月,屏東縣,165781487,0.504674196,77207335,0.235035591,22934364,0.069817094,62568915,0.190473119,328492101,0.03275243
2017年09月,台東縣,36594052,0.490167589,27366585,0.366568124,7948881,0.106473146,2746687,0.036791141,74656205,0.007443625
2017年09月,花蓮縣,63445769,0.478669715,49942677,0.376794976,15890822,0.119889086,3266759,0.024646223,132546027,0.013215552
2017年09月,基隆市,75635762,0.595931581,42517692,0.334995441,8757965,0.069003707,8792,6.93E-05,126920211,0.012654628
2017年09月,新竹市,118724890,0.492768474,98394755,0.408388109,22958161,0.095288005,856621,0.003555411,240934427,0.024022458
2017年09月,嘉義市,54389432,0.493875678,47333332,0.429803743,7818534,0.070995111,586482,0.005325468,110127780,0.010980332
2017年09月,澎湖縣,19933512,0.523976439,12993677,0.341554494,4585305,0.12053028,530270,0.013938787,38042764,0.003793068
2017年09月,金門縣,13004876,0.471860586,9692758,0.351685819,4684701,0.169976689,178509,0.006476906,27560844,0.002747964
2017年09月,連江縣,1555446,0.328626137,2037724,0.430519199,1116255,0.235836261,23753,0.005018404,4733178,0.000471923
2017年09月,合計,5201375621,0.518605129,3840576728,0.382926159,704171790,0.070209715,283424992,0.028258996,10029549131,1
2017年08月,新北市,894154699,0.587827906,561092126,0.368868619,63892035,0.042003382,1977593,0.001300093,1521116453,0.16005589
2017年08月,台北市,590067127,0.382849642,801224952,0.519853881,147990338,0.096019665,1967887,0.001276812,1541250304,0.162174427
2017年08月,桃園市,506487628,0.543465305,366605146,0.393370275,55501157,0.059553189,3365521,0.003611231,931959452,0.098063234
2017年08月,台中市,574406461,0.49113216,513826257,0.439334542,66080520,0.056500528,15242552,0.01303277,1169555790,0.123063749
2017年08月,台南市,389000012,0.540555651,248472732,0.345278497,44066309,0.061234683,38090853,0.05293117,719629906,0.075721359
2017年08月,高雄市,512031732,0.501478805,403008751,0.394702777,84481989,0.082740823,21521144,0.021077595,1021043616,0.107436905
2017年08月,宜蘭縣,92085989,0.530017214,61079320,0.351552841,13047224,0.075095608,7528973,0.043334337,173741506,0.01828154
2017年08月,新竹縣,128380166,0.570641765,81619460,0.362793368,12899345,0.057336777,2076090,0.00922809,224975061,0.02367247
2017年08月,苗栗縣,96767967,0.574773582,55455719,0.329390843,13362762,0.07937092,2771963,0.016464654,168358411,0.017715117
2017年08月,彰化縣,233067268,0.524901063,137918767,0.310612932,27842800,0.062705997,45192495,0.101780009,444021330,0.046721097
2017年08月,南投縣,84642398,0.533737874,51129221,0.322410545,12384838,0.078096288,10427751,0.065755293,158584208,0.016686649
2017年08月,雲林縣,124059814,0.52905402,57047672,0.243280231,15123509,0.064494319,38262666,0.16317143,234493661,0.024674042
2017年08月,嘉義縣,80664494,0.525096154,35870410,0.233503161,13828659,0.090019478,23254957,0.151381207,153618520,0.016164146
2017年08月,屏東縣,151234813,0.48626951,74896316,0.240816213,21032172,0.067625329,63846972,0.205288949,311010273,0.032725322
2017年08月,台東縣,41146723,0.51520385,28408542,0.355707311,7486354,0.093737681,2823318,0.035351158,79864937,0.0084036
2017年08月,花蓮縣,68523109,0.509498856,48475934,0.360439468,14144619,0.10517134,3347531,0.024890336,134491193,0.014151518
2017年08月,基隆市,81005327,0.615313028,42395623,0.322035354,8238540,0.0625796,9481,7.20E-05,131648971,0.013852452
2017年08月,新竹市,100624175,0.455384488,97719157,0.442237547,21728572,0.098334765,893407,0.0040432,220965311,0.023250554
2017年08月,嘉義市,51632690,0.492610531,45276975,0.431972742,7344225,0.070068838,560536,0.00534789,104814426,0.011028851
2017年08月,澎湖縣,16356284,0.514222472,10128594,0.31843117,4795508,0.150765172,527411,0.016581186,31807797,0.0033469
2017年08月,金門縣,9255359,0.421784769,7833853,0.357003967,4672348,0.212928015,181762,0.008283249,21943322,0.002308934
2017年08月,連江縣,1652135,0.346821458,2047809,0.429882609,1041446,0.218623672,22257,0.004672261,4763647,0.000501244
2017年08月,合計,4827246370,0.50793561,3731533336,0.392641791,660985269,0.069550615,283893120,0.029871984,9503658095,1
2017年07月,新北市,760053858,0.54199216,580092402,0.413662178,60282809,0.042987493,1904607,0.00135817,1402333676,0.155304171
2017年07月,台北市,509917370,0.348857755,806085630,0.551479984,143821640,0.098394951,1852400,0.001267311,1461677040,0.161876267
2017年07月,桃園市,354834037,0.467020748,348710028,0.458960531,53104590,0.069894494,3133514,0.004124227,759782169,0.084143554
2017年07月,台中市,526606376,0.462411091,532242610,0.467360247,64578219,0.056705893,15400099,0.013522769,1138827304,0.126121645
2017年07月,台南市,360091860,0.523958443,245290475,0.356914526,43786427,0.063712265,38083948,0.055414766,687252710,0.076111138
2017年07月,高雄市,617006737,0.545055614,408197005,0.360595851,84934388,0.075029918,21868809,0.019318617,1132006939,0.12536631
2017年07月,宜蘭縣,74974681,0.475580462,62205703,0.394584099,12875716,0.081673425,7592683,0.048162015,157648783,0.017459121
2017年07月,新竹縣,95186594,0.524948006,71935739,0.396721021,12229366,0.067444175,1974057,0.010886799,181325756,0.020081274
2017年07月,苗栗縣,96276391,0.563584994,57976266,0.339382825,13542817,0.07927726,3033047,0.017754922,170828521,0.018918737
2017年07月,彰化縣,206887373,0.506512525,130192996,0.318745326,26894302,0.065844042,44479933,0.108898107,408454604,0.0452351
2017年07月,南投縣,64637792,0.490680986,46091773,0.349893707,11059088,0.08395219,9942133,0.075473117,131730786,0.014588782
2017年07月,雲林縣,120732671,0.511285,61102456,0.258759861,15279332,0.064705711,39021299,0.165249428,236135758,0.026151314
2017年07月,嘉義縣,83112719,0.524246798,37087706,0.233936651,14784675,0.093256707,23552290,0.148559844,158537390,0.017557532
2017年07月,屏東縣,160093294,0.490345079,78962657,0.241852418,21284806,0.065192611,66150322,0.202609891,326491079,0.03615789
2017年07月,台東縣,32257098,0.461427908,27217927,0.38934411,7503803,0.107339604,2928296,0.041888377,69907124,0.007742
2017年07月,花蓮縣,52397352,0.441729786,48722154,0.410746456,14327675,0.120787799,3171381,0.026735959,118618562,0.013136643
2017年07月,基隆市,57026636,0.533294488,41731073,0.390255375,8167807,0.076382665,7215,6.75E-05,106932731,0.011842473
2017年07月,新竹市,95049256,0.44414534,96757877,0.45212937,21346406,0.099747301,851309,0.003977989,214004848,0.023700383
2017年07月,嘉義市,49066499,0.475282146,46596526,0.451356777,7021483,0.068013524,552063,0.005347553,103236571,0.011433135
2017年07月,澎湖縣,17577734,0.491594029,13249630,0.370550549,4387006,0.122690783,542236,0.015164638,35756606,0.003959935
2017年07月,金門縣,10265015,0.429686357,9271816,0.388111741,4192281,0.175485954,160441,0.006715948,23889553,0.002645695
2017年07月,連江縣,1250116,0.296521438,1917936,0.454925096,1024651,0.243042236,23235,0.005511229,4215938,0.000466902
2017年07月,合計,4345301459,0.481228862,3751638385,0.41548249,646429287,0.071590069,286225317,0.031698579,9029594448,1
2017年06月,新北市,598261958,0.524897071,471770882,0.413917601,68017204,0.059676252,1720000,0.001509076,1139770044,0.1471576
2017年06月,台北市,391838415,0.318016677,693361367,0.562733181,145077565,0.117745181,1854310,0.001504961,1232131657,0.159082561
2017年06月,桃園市,351862667,0.486862611,311852732,0.431501974,56493018,0.078167822,2506080,0.003467593,722714497,0.093310867
2017年06月,台中市,441591855,0.448218649,461826591,0.46875704,67782837,0.068800027,14013981,0.014224283,985215264,0.127202776
2017年06月,台南市,307738569,0.494421316,231767463,0.372364031,49483129,0.079500967,33432565,0.053713686,622421726,0.080361901
2017年06月,高雄市,402343547,0.452802374,373178407,0.419979567,93290665,0.104990461,19750627,0.022227598,888563246,0.114723874
2017年06月,宜蘭縣,63107871,0.4821693,48951012,0.374005252,12690190,0.096958112,6134148,0.046867337,130883221,0.01689855
2017年06月,新竹縣,89091497,0.515544099,68773014,0.397967514,13345104,0.077223864,1601008,0.009264523,172810623,0.022311866
2017年06月,苗栗縣,67849315,0.514411628,48485808,0.367603762,13277260,0.100663904,2284548,0.017320706,131896931,0.017029431
2017年06月,彰化縣,179192464,0.487001359,121962692,0.331464814,27738895,0.075387543,39056594,0.106146285,367950645,0.047506718
2017年06月,南投縣,72369755,0.51630319,46026440,0.328363662,12358455,0.088168182,9414453,0.067164966,140169103,0.018097465
2017年06月,雲林縣,106638948,0.509827673,51406289,0.245767135,15424152,0.073740971,35697264,0.170664222,209166653,0.027005853
2017年06月,嘉義縣,68778143,0.496658692,32752122,0.236508655,15042658,0.108625597,21908783,0.158207056,138481706,0.017879603
2017年06月,屏東縣,125465766,0.448534945,70721546,0.252826614,22503585,0.080449389,61032606,0.218189052,279723503,0.036115565
2017年06月,台東縣,30627421,0.475151819,23875286,0.370399635,7428510,0.115245421,2526962,0.039203124,64458179,0.008322302
2017年06月,花蓮縣,49562493,0.459422965,41358464,0.38337515,14378051,0.133278341,2580869,0.023923544,107879877,0.01392855
2017年06月,基隆市,53681068,0.551296401,35540087,0.364991286,8144516,0.08364294,6755,6.94E-05,97372426,0.012571915
2017年06月,新竹市,68790668,0.389990228,84929002,0.481482181,21901204,0.124162997,769874,0.004364594,176390748,0.022774102
2017年06月,嘉義市,40811380,0.452833951,40918951,0.454027535,7863059,0.087246745,530992,0.005891769,90124382,0.011636108
2017年06月,澎湖縣,12156805,0.466416281,8828755,0.338730042,4644554,0.17819613,434167,0.016657548,26064281,0.003365203
2017年06月,金門縣,6409228,0.367237527,6659893,0.381600192,4249683,0.243499385,133737,0.007662896,17452541,0.002253327
2017年06月,連江縣,1183646,0.329457707,1568442,0.436562372,823671,0.229261755,16951,0.004718165,3592710,0.000463861
2017年06月,合計,3529353479,0.45568068,3276515245,0.423036316,681957965,0.088048724,257407274,0.03323428,7745233963,1
2017年05月,新北市,582263926,0.517192394,479945337,0.426308529,61923553,0.05500322,1684061,0.001495857,1125816877,0.150651271
2017年05月,台北市,383942523,0.321456689,673258705,0.563687274,135501580,0.113448984,1680561,0.001407053,1194383369,0.159826501
2017年05月,桃園市,299017145,0.461538163,293592715,0.453165461,52834713,0.081551298,2426327,0.003745078,647870900,0.086694894
2017年05月,台中市,413155709,0.432747173,462334772,0.484258262,65892117,0.069016661,13345092,0.013977904,954727690,0.127756958
2017年05月,台南市,274475226,0.483269751,213634570,0.376147338,48919189,0.086132234,30925507,0.054450678,567954492,0.076000873
2017年05月,高雄市,455991643,0.492834956,359131825,0.388149037,90308600,0.097605374,19810019,0.021410633,925242087,0.12381134
2017年05月,宜蘭縣,60722107,0.473355733,49550184,0.386265642,12418070,0.096804359,5589710,0.043574266,128280071,0.017165807
2017年05月,新竹縣,76810231,0.51267132,58989723,0.393728007,12439958,0.083030732,1583626,0.010569941,149823538,0.020048648
2017年05月,苗栗縣,73628676,0.557560172,44076231,0.333771464,12388443,0.093812666,1961771,0.014855698,132055121,0.017670966
2017年05月,彰化縣,170647431,0.494122171,111687687,0.323399902,27525755,0.079702845,35493861,0.102775082,345354734,0.04621367
2017年05月,南投縣,58586063,0.487336866,41045824,0.341431771,11236885,0.093471861,9347996,0.077759502,120216768,0.016086816
2017年05月,雲林縣,103674275,0.505920065,52729841,0.257316336,15324913,0.074784039,33193215,0.16197956,204922244,0.027421686
2017年05月,嘉義縣,69056021,0.500182422,32621303,0.236280662,15562403,0.112720662,20821944,0.150816254,138061671,0.018474733
2017年05月,屏東縣,127433116,0.454962627,68798651,0.245625439,22957003,0.081961257,60907019,0.217450677,280095789,0.037481039
2017年05月,台東縣,26757184,0.456847751,22391767,0.38231334,7006090,0.119620826,2414108,0.041218082,58569149,0.007837435
2017年05月,花蓮縣,42990456,0.43022159,40386811,0.40416594,14059400,0.14069768,2489643,0.02491479,99926310,0.013371647
2017年05月,基隆市,46068238,0.527534598,33727935,0.386223858,7523058,0.086147714,8194,9.38E-05,87327425,0.011685726
2017年05月,新竹市,71602121,0.40994078,81503815,0.466630555,20816315,0.119178822,742297,0.004249844,174664548,0.02337275
2017年05月,嘉義市,38288835,0.441041502,40638394,0.468105607,7366224,0.084850074,521132,0.006002816,86814585,0.0116171
2017年05月,澎湖縣,13118673,0.470642093,10275096,0.368626666,4059608,0.145641438,420613,0.015089802,27873990,0.00372996
2017年05月,金門縣,8568693,0.436852069,7233389,0.368775138,3663319,0.186764596,149232,0.007608197,19614633,0.002624734
2017年05月,連江縣,1064302,0.312704144,1458728,0.42859103,863646,0.253749108,16867,0.004955718,3403543,0.000455445
2017年05月,合計,3397862594,0.454685241,3179013303,0.425399906,650590842,0.087058863,245532795,0.03285599,7472999534,1
2017年04月,新北市,561249099,0.551183745,401384140,0.394185779,53978969,0.053010919,1649133,0.001619558,1018261341,0.150247401
2017年04月,台北市,355029044,0.339502835,572502670,0.547465856,116779571,0.111672541,1420907,0.001358768,1045732192,0.154300804
2017年04月,桃園市,351373448,0.528538438,263019000,0.395635049,48097588,0.072348734,2312035,0.003477779,664802071,0.098093465
2017年04月,台中市,391148374,0.453905237,399044335,0.463068046,59180737,0.068675848,12366720,0.014350869,861740166,0.127152249
2017年04月,台南市,256456463,0.489864806,193627179,0.369852799,44785549,0.085546155,28655789,0.05473624,523524980,0.077247622
2017年04月,高雄市,322504960,0.435909439,318039809,0.429874179,79435583,0.107368024,19863595,0.026848358,739843947,0.10916611
2017年04月,宜蘭縣,62120251,0.516366757,41442494,0.344485508,11656072,0.096889629,5083759,0.042258106,120302576,0.017750992
2017年04月,新竹縣,85120824,0.547434978,57290495,0.368450626,11651474,0.074933772,1427498,0.009180625,155490291,0.022943041
2017年04月,苗栗縣,62932968,0.534094354,40949615,0.347527836,11943044,0.101357247,2005553,0.017020563,117831180,0.017386331
2017年04月,彰化縣,164575664,0.498528998,105485172,0.319533373,26230343,0.079456381,33831371,0.102481248,330122550,0.048710535
2017年04月,南投縣,68712914,0.528029436,41075150,0.315645008,11279719,0.086679829,9063057,0.069645727,130130840,0.019201181
2017年04月,雲林縣,95597852,0.517183001,43795829,0.236934804,14145138,0.076524993,31304557,0.169357202,184843376,0.027274174
2017年04月,嘉義縣,61169099,0.498317841,28086682,0.228809889,13847256,0.112807526,19648135,0.160064745,122751172,0.01811229
2017年04月,屏東縣,104763369,0.428664529,59201295,0.242236342,20563381,0.084140021,59866725,0.244959109,244394770,0.036061154
2017年04月,台東縣,28738564,0.500252593,19990342,0.347972168,6420486,0.111761491,2298714,0.040013747,57448106,0.008476634
2017年04月,花蓮縣,47481164,0.485453067,35221104,0.360104756,12841355,0.131291541,2264316,0.023150636,97807939,0.014431844
2017年04月,基隆市,53911719,0.595503749,29900804,0.330281453,6709510,0.074112613,9251,0.000102186,90531284,0.013358152
2017年04月,新竹市,62839441,0.40731547,72722453,0.471375615,18058285,0.117050991,656900,0.004257923,154277079,0.022764028
2017年04月,嘉義市,35368672,0.460217109,34445582,0.448205863,6538981,0.085085211,498910,0.006491816,76852145,0.011339756
2017年04月,澎湖縣,10827453,0.501153943,6396521,0.296066095,3958013,0.183198562,423057,0.0195814,21605044,0.003187887
2017年04月,金門縣,6601740,0.423337091,5339031,0.342365778,3490857,0.223851477,162895,0.010445655,15594523,0.002301017
2017年04月,連江縣,1237409,0.370102658,1301295,0.389210632,786421,0.23521447,18296,0.005472239,3343421,0.000493331
2017年04月,合計,3189760491,0.47065837,2770260997,0.408760008,582378332,0.085931604,234831173,0.034650018,6777230993,1
2017年03月,新北市,563208532,0.552704777,402606537,0.395097985,51720413,0.050755835,1468796,0.001441403,1019004278,0.152761464
2017年03月,台北市,368235430,0.350871335,565797370,0.539117267,113971405,0.108597098,1484292,0.0014143,1049488497,0.157331429
2017年03月,桃園市,298605262,0.503793337,244247094,0.412082686,47770761,0.080596674,2090681,0.003527303,592713798,0.088855199
2017年03月,台中市,391517871,0.464175476,383791844,0.455015658,56384639,0.06684846,11775177,0.013960406,843469531,0.126446614
2017年03月,台南市,254888543,0.512629962,173940260,0.349827371,43517186,0.087521444,24871423,0.050021223,497217412,0.074539098
2017年03月,高雄市,404182950,0.506226814,298487931,0.373847027,77529348,0.097103143,18222412,0.022823015,798422641,0.119693523
2017年03月,宜蘭縣,61655513,0.515873662,41773327,0.349518771,11815374,0.098859615,4272477,0.035747953,119516691,0.017917044
2017年03月,新竹縣,75914092,0.54497584,50031277,0.359167007,12113276,0.086959385,1239442,0.008897768,139298087,0.020882522
2017年03月,苗栗縣,72231798,0.570393392,40526980,0.320029713,12036979,0.095052504,1839297,0.014524391,126635054,0.018984176
2017年03月,彰化縣,166193593,0.527230156,93626046,0.297017917,25722158,0.081600603,29678399,0.094151325,315220196,0.047255443
2017年03月,南投縣,57687792,0.51510108,35800157,0.319663813,10538528,0.094099756,7966672,0.071135351,111993149,0.016789171
2017年03月,雲林縣,96499319,0.526731619,44125099,0.24085232,14376600,0.078473194,28202943,0.153942867,183203961,0.027464561
2017年03月,嘉義縣,66026178,0.530153463,27046390,0.217167459,14197094,0.113994764,17271971,0.138684315,124541633,0.018670346
2017年03月,屏東縣,114763651,0.465298308,56577385,0.229387626,20853169,0.08454719,54451117,0.220766875,246645322,0.036975213
2017年03月,台東縣,26021931,0.488143477,18783009,0.352349075,6294378,0.118075771,2208638,0.041431677,53307956,0.007991528
2017年03月,花蓮縣,41936150,0.458730931,34379136,0.376066307,12875263,0.140839857,2227202,0.024362905,91417751,0.013704662
2017年03月,基隆市,46489640,0.574569879,27874402,0.344502383,6538907,0.080814973,9124,0.000112764,80912073,0.01212973
2017年03月,新竹市,68913353,0.439874279,70038035,0.44705313,17086778,0.10906499,627855,0.004007602,156666021,0.023486193
2017年03月,嘉義市,35712318,0.471900799,32553477,0.43016003,6959227,0.09195888,452574,0.00598029,75677596,0.011345017
2017年03月,澎湖縣,12731946,0.532675928,7370802,0.308377745,3452461,0.144443188,346652,0.014503138,23901861,0.003583187
2017年03月,金門縣,8774634,0.483936952,5987392,0.33021551,3229073,0.178089223,140672,0.007758316,18131771,0.002718179
2017年03月,連江縣,1065775,0.335868319,1234590,0.389068676,856710,0.269983578,16118,0.005079426,3173193,0.000475701
2017年03月,合計,3233256271,0.484705484,2656598540,0.39825729,569839727,0.08542609,210863934,0.031611136,6670558472,1
2017年02月,新北市,552707193,0.564647618,380602624,0.388824983,44044968,0.044996495,1498530,0.001530904,978853315,0.153176955
2017年02月,台北市,349716934,0.363523834,516271784,0.536654305,94795862,0.098538423,1234692,0.001283438,962019272,0.150542661
2017年02月,桃園市,340306837,0.544321567,241716925,0.386626777,40979056,0.065546094,2191658,0.003505562,625194476,0.097834256
2017年02月,台中市,388407437,0.480985396,359755380,0.445504044,48580679,0.060160015,10780891,0.013350545,807524387,0.126366356
2017年02月,台南市,258694724,0.523188665,172011991,0.347880013,38034234,0.07692109,25716866,0.052010233,494457815,0.077375784
2017年02月,高雄市,325297551,0.469732933,284760896,0.411197596,64415429,0.093016527,18042079,0.026052943,692515955,0.108369133
2017年02月,宜蘭縣,63486376,0.541921123,38896192,0.332018763,10445860,0.089166094,4322156,0.03689402,117150584,0.01833244
2017年02月,新竹縣,82497659,0.555368854,53875553,0.362686705,10831658,0.072918014,1340837,0.009026427,148545707,0.023245341
2017年02月,苗栗縣,61510174,0.549186405,37605295,0.335754485,11254582,0.100485221,1632310,0.014573889,112002361,0.017526815
2017年02月,彰化縣,162310850,0.51715818,97496035,0.310643879,24209767,0.077137659,29834808,0.095060281,313851460,0.049113396
2017年02月,南投縣,69052890,0.545196996,38557455,0.304424748,10661192,0.084173883,8385232,0.066204373,126656769,0.019820026
2017年02月,雲林縣,89757217,0.525147106,40279527,0.235665473,13028884,0.076228753,27852608,0.162958668,170918236,0.026746331
2017年02月,嘉義縣,59628592,0.517100747,25393276,0.22021117,12276440,0.106461616,18014989,0.156226467,115313297,0.01804493
2017年02月,屏東縣,105418250,0.447751606,53740825,0.228257827,17798380,0.075596524,58481678,0.248394042,235439133,0.036842956
2017年02月,台東縣,29205978,0.524759453,18539429,0.333107853,5723568,0.102838412,2186960,0.039294282,55655935,0.008709381
2017年02月,花蓮縣,48076604,0.509063824,32779399,0.347087872,11407458,0.120788985,2177750,0.023059319,94441211,0.014778738
2017年02月,基隆市,53851053,0.616474677,27867809,0.319024375,5624593,0.064389069,9773,0.000111879,87353228,0.013669567
